sample_index,publication_id,reference_id,match_status,match_score,yok_tez_no,yok_title,yok_author,yok_year,yok_university,yok_url,raw_context
4560,1209450,18364319,strong,1.0,759895,Yabancı dil olarak Türkçe öğretimi ders kitaplarındaki yönergelerin görev temelli yöntem açısından incelenmesi,SİBEL ÇELİK,2022,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=8bV0Nrd1O6mtvMr9eiOANw,"Çelik, S. (2022). Yabancı dil olarak Türkçe öğretimi ders kitaplarındaki yönergelerin görev temelli yöntem açısından incelenmesi. Yayımlanmamış yüksek lisans tezi, Nevşehir Hacı Bektaş Veli Üniversitesi, Nevşehir."
4594,1345032,25117231,strong,1.0,451836,Okul öncesi öğretmenlerinin öz-yeterlik düzeyleri ile üstün yeteneklilerin eğitimine yönelik tutumlarının karşılaştırılması,ŞABANAĞA DAŞTAN,2016,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=ox-GgowzTRCwnwbLc22U4g,"Daştan, Ş. (2016). Okul öncesi öğretmenlerinin öz-yeterlik düzeyleri ile üstün yeteneklilerin eğitimine yönelik tutumlarının karşılaştırılması (Yayımlanmamış Yüksek Lisans Tezi). Gazi Üniversitesi."
4610,1342873,24323522,strong,0.942,532860,Sosyal bilgiler öğretmen adaylarının kaynaştırma eğitimine yönelik öz yeterlik inançlarının incelenmesi,RAHİME CANAN ATEŞ,2018,AKDENİZ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=8hYkF-ogSOMXFOp8KAknRw,"Ateş, R. C. (2018). Sosyal bilgiler öğretmen adaylarının kaynaştırma eğitimine yönelik öz yeterlik inançlarının incelenmesi. Yayınlanmamış yüksek lisans tezi, Akdeniz Üniversitesi Eğitim Bilimleri Enstitüsü."
4614,1333999,23983518,no_match,0.0,,,,,,,"Gürler, B. (1994). Metropolis’in Hellenistik Dönem Seramiği. (Doktora Tezi). Ege Üniversitesi Sosyal Bilimler Enstitüsü, İzmir."
4618,1240665,19763039,no_match,0.0,,,,,,,"Öztürk, S. (2017). Zihinsel engelli veya yaygın gelişimsel bozukluk tanılı çocuk ve ergenlerin ebeveynlerinde stresle başa çıkma tutumlar ve evlilik uyumuna etkisi. Yüksek lisans tezi. Üsküdar Üniversitesi, Sosyal Bilimler Enstitüsü, İstanbul."
4638,1233156,19412424,strong,0.993,361644,Garipname ile Dede Korkut hikayeleri'nin ikilemeler açısından mukayesesi,HAKİ TABCU,2014,ADIYAMAN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=QJ97N5KGEOJOcp8dzv0qvA,"Tabcu, H. (2014). Garipname ile Dede Korkut hikayelerinin ikilemeler açısından mukayesesi. [Yayımlanmamış yüksek lisans tezi]. Adıyaman Üniversitesi Sosyal Bilimler Enstitüsü."
4641,1376073,25651403,strong,0.8,522556,Çocuk gelinlerin erken evlilik süreçleri ve erken evliliklerin önlenmesine ilişkin görüş ve düşüncelerin incelenmesi,PERVİN DOĞAN GÖKSEL,2018,MANİSA CELAL BAYAR ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=u_wklyRRfOza9YB5wUCNSw,"Göksel, Pervin Doğan. Çocuk Gelinlerin Erken Evlilik Süreçleri ve Erken Evliliklerin Önlenmesine İlişkin Görüş ve Düşüncelerin İncelenmesi. Manisa Celal Bayar Üniversitesi Sağlık Bilimleri Enstitüsü, Yüksek Lisans Tezi, 2018."
4663,1375658,25636370,no_match,0.0,,,,,,,"Gökçe, M. Cüneyt. “Muhammed b. Eşref es-Semerkandî ve Kelâm İlmindeki Yeri”. Doktora Tezi, Marmara Üniversitesi, 1996."
4733,1233544,21122146,no_match,0.0,,,,,,,"Çetin, G. 2018. Bazı bitkilerde hiperglisemi ve diyabetik komplikasyonların engellenmesinde etkin olabilecek fenolik yapıda bileşiklerin incelenmesi ve karakterizasyonu. ""Yüksek lisans"" tezi,Ege Üniversitesi, Fen Bilimleri Enstitüsü,İzmir."
4769,1223561,19320003,no_match,0.0,,,,,,,"Zorba, T. (2008). A study on determination of tobacco cultivars and lines, best suited for Black Sea region and their expertise data. [MSc Thesis], University of Ondokuz Mayıs, Samsun, Turkey."
4781,1247875,19980813,no_match,0.0,,,,,,,33. Çakmakçı FK. Çocuklarda anksiyete bozukluklarını tarama ölçeği geçerlik ve güvenirlik çalışması. Uzmanlık Tezi. Ko - caeli: Kocaeli Üniversitesi; 2004.
4886,1181310,17183460,no_match,0.0,,,,,,,"V. Koç, “Orta Ölçekli Yerleşim Alanlarının Geleceğe Yönelik Büyümesinde Alternatif İl İçi İçsel Çekim Alanları Denizli Örneği Temmuz 2007 Denizli”, Yüksek Lisans Tezi, Pamukkale Üniversitesi Sosyal Bilimler Enstitüsü, Denizli, 2007. [Çevrimiçi]. Available: http://acikerisim.pau.edu.tr/xmlui/bitstream/handle/11499/3093/Vural%20Koç.pdf?sequence =1&isAllowed=y"
4898,1319105,23329064,strong,0.929,159754,"Üniversite öğrencilerinin yeme tutumları, benlik algısı, vücut algısı ve stres belirtileri açısından karşılaştırılması",AYÇA HANDE KUNDAKCI,2005,ANKARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=-H9E2MR8T3F96Rb2TmCjVA,"Kundakçı, A. H. (2005), Üniversite Öğrencilerinin Yeme Tutumları, Benlik Algıları, Vücut Algısı ve Stres Belirtileri Açısından Karşılaştırılması. [Yayınlanmamış Yüksek Lisans Tezi]. Ankara Üniversitesi."
4904,1288882,22491106,strong,0.891,339351,Kimlik ve siyaset bağlamında Anadoluculuk hareketi,AHMET PAKİŞ,2013,YILDIZ TEKNİK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=8VIEStRyZv-fQFJnFwZ5eg,"Pakiş, A. (2013). Kimlik ve siyaset bağlamında Anadoluculuk hareketi [Yayınlanmamış Doktora Tezi]. Yıldız Teknik Üniversitesi."
4928,1307658,22662827,strong,1.0,799094,Güç trafoları kazan imalatında kullanılan sacların MAG kaynak yöntemi ile kaynaklanabilirliğinin araştırılması,HALİL GÜLTOPLAYAN,2023,KARABÜK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=TrKAlSZTwWlEl0lmk2MrJw,"[14] Gültoplayan, H., “Güç Trafoları Kazan İmalatında Kullanılan Sacların MAG Kaynak Yöntemi İle Kaynaklanabilirliğinin Araştırılması”, Yüksek Lisans Tezi, Karabük Üniversitesi Fen Bilimleri Enstitüsü, 1-97, 2023."
4929,1307658,22662833,strong,1.0,782427,Basınçlı kap çeliklerinin MAG kaynak yöntemi ile birleştirilmesi ve tahribatsız/tahribatlı muayenesi,FERHAT YALÇIN,2023,KARABÜK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=Az6w0-4nUqHbkBxA9x9SBQ,"[20] Yalçın, F., “Basınçlı kap çeliklerinin MAG kaynak yöntemi ile birleştirilmesi ve tahribatsız/tahribatlı muayenesi”, Yüksek Lisans Tezi, Karabük Üniversitesi Fen Bilimleri Enstitüsü, 1-80, 2023."
4932,1246319,19922829,no_match,0.0,,,,,,,"Romm, R. G. L. (2009). The effects of art education on low-income youth, youth of color and queer youth. [Master thesis, Evergreen State College]. Med."
4961,1378120,25707259,no_match,0.0,,,,,,,"Sezen, G. (2007). Providing Extracurricular Activities for Students from Low Socioeconomic Backgrounds (Intel Student Program – The Case of Istanbul). (Publication No. 227949). [Master’s Thesis, Beykent University]. Council of Higher Education (YÖK) National Thesis Center."
5022,1304138,22539647,strong,0.961,513820,Kanserli çocuğu olan ebeveynlere verilen bilişsel davranışçı yaklaşım temelli psikoeğitimin umutsuzluk ve stresle baş etme üzerine etkisinin incelenmesi,EDA AY,2018,ATATÜRK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=vtC-Jmhyh8tKfsruFiR3Hw,"Ay E. Kanserli Çocuğu Olan Ebeveynlere Verilen Bilişsel Davranışçı Yaklaşım Temelli Psikoeğitimin Umutsuzluk ve Stresle Baş Etme Üzerine Etkisinin İncelenmesi [Yayınlanmamış Doktora Tezi]. Erzurum, Türkiye: Atatürk Üniversitesi Sağlık Bilimleri Enstitüsü; 2018."
5066,1283426,21614089,no_match,0.0,,,,,,,15. Gülmez C. Covıd-19'lu bireylerin yaşam deneyimleri: Nitel bir çalışma. Yüksek Lisans Tezi. Erzurum: Atatürk Üniversitesi Sağlık Bilimleri Enstitüsü; 2022. [In Turkish]
5110,1321772,23459925,no_match,0.0,,,,,,,"Navruz, Ahmet. İbn Sînâ’da Tenâsühün Reddi. Ankara: Ankara Üniversitesi, Sosyal Bilimler Enstitüsü, Yüksek Lisans Tezi, 2018."
5122,1222726,18873083,strong,1.0,523554,Voleybol hakemlerinin öz yeterlik düzeyleri ve karar verme becerilerinin incelenmesi,ÇAĞLAR SARIDEDE,2018,İSTANBUL GELİŞİM ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=Wb9cqmWCL8WasFoYuDNZ6g,"37. Sarıdede, Ç. (2018). Voleybol hakemlerinin öz yeterlik düzeyleri ve karar verme becerilerinin incelenmesi. Yüksek Lisans Tezi, İstanbul Gelişim Üniversitesi Sağlık Bilimleri Enstitüsü."
5165,1270127,20934667,no_match,0.0,,,,,,,"Aysuna, C., 2006. Tüketici etnosentrizmi etkisini ölçmede CETSCALE ölçeği ve Türkiye uygulaması. Yüksek Lisans Tezi, Marmara Üniversitesi, Sosyal Bilimler Enstitüsü, İstanbul."
5173,1215273,18593540,no_match,0.0,,,,,,,"Ali, K. (2014). The effects of leader-member exchange and employee wellbeing towards employee turnover intention (PhD Thesis). Deakin University, Avustralya."
5176,1215273,18593591,strong,1.0,482738,Çalışanlarda bireysel sağlığın yönetimi açısından bireysel iyilik halinin ve sağlık risklerinin değerlendirilmesi,METİN UYAR,2017,İSTANBUL MEDİPOL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=j9sbrNipe_-B4G36-pkqiQ,"Uyar, M. (2017). Çalışanlarda bireysel sağlığın yönetimi açısından bireysel iyilik halinin ve sağlık risklerinin değerlendirilmesi (Doktora Tezi). İstanbul Medipol Üniversitesi, Sağlık Bilimleri Enstitüsü."
5245,1341401,24255379,no_match,0.0,,,,,,,"Bûhadîd, Rande. el-Vesâʾilu’l-Bedîle li Halli’l-Munâzaʿâti’l-Useriyye. Rabat: Câmiʿatu Muhammedi’l- Hâmis Külliyyetu’l-Hukûk, Yüksek Lisans Tezi, 2021."
5246,1341401,24255387,no_match,0.0,,,,,,,"es-Sadîkî, Sihâm. “el-Visâtatu’l-Useriyye Bedîletun li Halli’l-Munâzaâti’l-Useriyye”. Agadir: Câmi’atu İbn Zuhr Külliyetu’l-Ulûmu’l-Kânûniyye ve’l-İktisâdiyye ve’l-İctimâiyye, Yüksek Lisans Tezi, 2020."
5346,1346752,24476378,no_match,0.0,,,,,,,"Tison, A. (2022). How can we keep our teachers teaching? Understanding teacher retention through the stories of teachers who stay [Doctoral dissertation, Mills College]. ProQuest Dissertations and Theses Global."
5384,1269717,20927477,no_match,0.0,,,,,,,"Eraslan-Güney, M. (2015). The use of robots in the teaching of renewable energy sources. Unpublished master's theses, Erciyes University, Kayseri, Turkey."
5410,1184540,17092074,strong,1.0,527012,Annelerin evde çocukları ile hikâye kitabı okuma davranışlarının ebeveynlik tutumlarına göre incelenmesi,MÜBERRA ARICI,2018,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=EC2glgHQCsvwwR2AWvU0eg,"Arıcı, M. (2018). Annelerin evde çocukları ile hikâye kitabı okuma davranışlarının ebeveynlik tutumlarına göre incelenmesi (Yüksek Lisans Tezi), Gazi Üniversitesi Eğitim Bilimleri Enstitüsü, Ankara."
5443,1231135,19523322,strong,1.0,493542,İnvaziv girişimler için kullanılan materyallerden oluşturulan oyuncaklar ile oyun oynama deneyiminin kanserli çocuklarda invaziv girişim ağrısına etkisi,HAKİME ASLAN,2018,İNÖNÜ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=V3TP7rMDTvNIfb46zC-MGw,"Aslan, H. (2018). İnvaziv girişimler için kullanılan materyallerden oluşturulan oyuncaklar ile oyun oynama deneyiminin kanserli çocuklarda invaziv girişim ağrısına etkisi (Doktora tezi). Erişim adresi: https://tez.yok.gov.tr/UlusalTez- Merkezi/tezSorguSonucYeni.jsp"
5462,1375709,25639285,no_match,0.0,,,,,,,"2. Akçalı, Ş., 2015. Görme engellilere yönelik tasarlanan mekânların erişilebilir standartları kapsamında irdelenmesi: Görme engelli kütüphaneleri, Yüksek Lisans Tezi, Dokuz Eylül Üniversitesi, İzmir, s:13."
5516,1311595,23815503,possible,0.689,665980,Tüketici sinizminin öncülleri ve sonuçları: Hizmet sektörü üzerinde bir araştırma,GAMZE AKÇAY,2021,BURSA ULUDAĞ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=o_ZDFnO_eqAU0Vs-xzQ-Gw,"Akçay, G. (2021). Tüketici sinizminin öncülleri ve sonuçları: Hizmet sektörü üzerinde bir araştırma (Doktora tezi). Erişim adresi: https://avesis.uludag.edu.tr/yonetilen-tez/74e2f048-c356-40ab-97ba-e322e6d8bb88/tuketici- sinizminin-onculleri-ve-sonuclari-hizmet-sektoru-uzerinde-bir-arastirma"
5529,1199790,17860138,strong,1.0,550172,Hemşirelerin iş doyumu ve tükenmişlik düzeyleri ile hemşirelik bakım kalitesinin değerlendirilmesi,MARAL HEZER,2019,BİRUNİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=kvqmcXZspJoMbk40lipw7A,"31. Hezer, M. (2019). Hemşirelerin İş Doyumu ve Tükenmişlik Düzeyleri ile Hemşirelik Bakım Kalitesinin Değerlendirilmesi. Yüksek Lisans Tezi. Biruni Üniversitesi Sağlık Bilimleri Enstitüsü, İstanbul."
5531,1205487,18285952,strong,0.97,600897,Sosyal bilgiler ders kitaplarında kültür ve miras ünitesi'nin kazanımlarının incelenmesi,İSMAİL MAY,2019,BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=vIDVaCl8-uSKFrL4nuvV_A,"May, İ. (2019). Sosyal bilgiler ders kitaplarında kültür ve miras ünitesinde kazanımlarının incelenmesi. [Yüksek lisans tezi, Mehmet Akif Ersoy Üniversitesi]."
5568,1218310,19084049,no_match,0.0,,,,,,,"Sarı, O. (2018). Türk hokey oyuncularının bazı biyo-motorik özellikleri ve reaksiyon zamanlarının araştırılması. Yüksek lisans tezi, Muğla Sıtkı Koçman Üniversitesi, Sağlık Bilimleri Enstitüsü, Muğla."
5578,1201358,17934861,no_match,0.0,,,,,,,"RAMOS-ARENAS, Jaime (2010). A Critıcal Study Of The Language Of Thought Hypothesis, State University Of New York, Yayımlanmamış Doktora Tezi, Buffalo, New York."
5621,1331624,23883394,strong,0.967,320417,"Sosyo-bilimsel konularda bilimsel tartışmanın 8. sınıf öğrencilerinin fen okuryazarlığı, bilimsel tartışmaya eğilim, karar verme becerileri ve bilim-toplum sorunlarına duyarlılıklarına etkisinin araştırılması",FİLİZ GÜLHAN,2012,MARMARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=FTKERshtmzEPwYreJhj7MA,"Gülhan, F. (2012). Sosyo-bilimsel konularda bilimsel tartışmanın 8. sınıf öğrencilerinin fen okuryazarlığı, bilimsel tartışmaya eğilim, karar verme becerileri ve bilimtoplum sorunlarına duyarlılıklarına etkisinin araştırılması. [Yayınlanmamış yüksek lisans tezi]. Marmara Üniversitesi."
5646,1266130,20747871,strong,0.928,525488,Eğitim programları ve öğretim bilim dalı doktora programlarının değerlendirilmesi,SAADET AYLİN YAĞAN,2018,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=nMa5Hgp03JIUlL4XxzQYuQ,"Yağan, S. A. (2018). Eğitim programları ve öğretim bilim dalı doktora programlarının değerlendirilmesi. (Yayınlanmamış doktora tezi.) Eskişehir Osmangazi Üniversitesi, Eskişehir, Türkiye."
5659,1324759,25796092,no_match,0.0,,,,,,,"Tezcan, Esma Sena. Türk Ceza Yargılama Usûlünde İlk Kanun: 1879 Tarihli Usûl-i Muhâkemât-ı Cezaiye Kanun-ı Muvakkati ve Mahkemelerin Görev ve Yetkisi. Marmara Üniversitesi Sosyal Bilimler Enstitüsü, Yüksek Lisans Tezi, 2022."
5836,1298669,23232048,possible,0.673,357116,Argümantasyon temelli fen öğretiminin bilimin doğasına ilişkin görüşler ve epistemolojik inançlar üzerine etkisi,GÜL HANIM BORAN,2014,PAMUKKALE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=jnb_mdjr2xe_Qph1-FWxTw,"Boran, G. H. (2014). Argümantasyon temelli fen öğretiminin bilimin doğasına ilişkin görüşler ve epistemolojik inançlar üzerine etkisi [The effect of argumentation-based science teaching on views on the nature of science and epistemological beliefs] (Unpublished doctoral thesis). Retrieved from https://tez.yok.gov.tr/UlusalTezMerkezi/giris.jsp (Thesis no: 357116)."
5973,1353674,24753524,strong,0.957,205891,Aile işletmelerinde yönetimin bir sonraki kuşağa devrinde karşılaşılan sorunların tespitine ve bu sorunların çözümüne ilişkin bir araştırma,RIDVAN GÜNEL,2005,ÇUKUROVA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=BHcpxJfVXc--yySOno2ZMw,"(37) Günel, R. (2005). Aile işletmelerinde yönetimin bir sonraki kuşağa devrinde karşılaşılan sorunların tespitine ve bu sorunların çözümüne ilişkin bir araştırma. (Yayınlanmamış yüksek lisans tezi). Çukurova Üniversitesi Sosyal Bilimler Enstitüsü, Adana."
6006,1372352,25516119,no_match,0.0,,,,,,,"Kim, M. (2021). Analysis of Factors related to Occurrence of Traffic Accidents and Laboratory Accidents on a University Campus in South Korea for 10 years. [Yüksek Lisans Tezi, Seoul National University]. https://www.dbpia.co.kr/journal/detail?nodeId=T15825825."
6012,1355683,24841692,no_match,0.0,,,,,,,"UYSAL, Nurhan, Kuyud-ı Kadim Arşivindeki 416 Numaralı Deftere Göre Kuzey Yunanistan’da Osmanlı Vakıfları, Yüksek Lisans Tezi, Namık Kemal Üniversitesi Sosyal Bilimler Enstitüsü, Tekirdağ 2022."
6056,1344437,24395099,strong,1.0,437415,Bireysel ve sosyal sorumluluk modelinin sorumluluk davranışlarının kazandırılmasında kullanılması: TVF Spor Lisesi örneği,BİJEN FİLİZ,2016,HACETTEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=Lo0aJftofT3tcou3JtMkaw,"Filiz, B. (2016). Bireysel ve sosyal sorumluluk modelinin sorumluluk davranışlarının kazandırılmasında kullanılması: Tvf spor lisesi örneği. (Tez No. 437415) [Doktora tezi, Hacettepe Üniversitesi]. Yükseköğretim Kurulu Ulusal Tez Merkezi."
6061,1324682,23583814,strong,1.0,266849,"Gelişimi İzleme Ve Destekleme Rehberi'nin Dünya Sağlık Örgütü (DSÖ) İşlevsellik, Yetiyitimi Ve Sağlığın Uluslararası Sınıflandırması (ICF-CY)'na uyarlanması ve 0-5 yaş arası kronik hastalığı olan çocukların değerlendirilmesinde geçerliliği",NİLÜFER GALİP,2010,ANKARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=doRu_mmMV0C4WYs9ComUsg,"19. Galip N. Gelişimi İzleme Ve Destekleme Rehberi`nin Dünya Sağlık Örgütü (DSÖ) İşlevsellik, Yetiyitimi Ve Sağlığın Uluslararası Sınıflandırması (ICF-CY)`na uyarlanması ve 0-5 yaş arası kronik hastalığı olan çocukların değerlendirilmesinde geçerliliği, Ankara Üniversitesi Tıp Fakültesi, Tez araştırması 2010. Available from: https://acikbilim.yok.gov.tr/handle/20.500.12812/505027 Accessed March, 11, 2025."
6151,1293615,22081464,strong,1.0,487933,Bilgi ve iletişim teknolojileri entegrasyonunu sağlamak amacıyla yürütülen sosyal ağ destekli bilişim teknolojileri dersinin etkinliğine ilişkin bir durum çalışması,ÖZGE KELLECİ,2015,MUSTAFA KEMAL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=XdVOeTCrby5iAfeIH7-gbg,"Öztürk, Ö. (2015). Bilgi ve iletişim teknolojileri entegrasyonunu sağlamak amacıyla yürütülen sosyal ağ destekli bilişim teknolojileri dersinin etkinliğine ilişkin bir durum çalışması (Doktora Tezi). Fen Bilimleri Enstitüsü Mustafa Kemal Üniversitesi, Hatay."
6154,1351467,24665913,strong,0.995,55879,"Kıyı alanları ile ilgili mevzuat, kıyı kentlerinin sorunları ve kıyı planlamasına ışık tutacak ilkelerin saptanması",BETÜL AY,1996,İSTANBUL TEKNİK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=c0MDSCXlLhZsU5L0Yd9V2g,"Ay, B. (1996). Kıyı Alanları İle İlgili Mevzuat, Kıyı Kentlerinin Sorunları ve Kıyı Planlamasına Işık Tutacak İlkelerin Saptanması (Doctoral dissertation, Fen Bilimleri Enstitüsü)."
6254,1246422,19927088,no_match,0.0,,,,,,,"Yavuz, Mustafa. Kastamonu Medreseleri ve Uleması. İstanbul: Marmara Üniversitesi Sosyal Bilimler Enstitüsü, Doktora Tezi, 2023"
6297,1235626,19511270,strong,1.0,639069,Hemşirelerin sabır ve tükenmişlik düzeylerinin belirlenmesi,SAHURE TANGÜNÜ,2020,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=Vy4XufxaDbOFxzK1hOoHJw,36.Tangünü S. Hemşirelerin sabır ve tükenmişlik düzeylerinin belirlenmesi. [master’s thesis]. [Ankara]: Gazi Üniversitesi; 2020. 77 p.
6327,1298710,23317408,strong,1.0,608442,Çevrimiçi biçimlendirmeye yönelik bir değerlendirme aracı olarak Plickers: Öğrenci ve öğretmen görüşleri,ALPER GÜRIŞIK,2018,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=r4sqZCxHiUvLuGYZbXfYpQ,"Gürışık, A. (2018). Çevrimiçi biçimlendirmeye yönelik bir değerlendirme aracı olarak Plickers: Öğrenci ve öğretmen görüşleri [Plickers as an online formative assessment tool: Opinions of students and teachers]. (Unpublished Master Thesis), Gazi University, Institute of Educational Sciences, Ankara, Turkey. Retrieved from https://tez.yok.gov.tr/UlusalTezMerkezi/"
6339,1331086,23856182,strong,0.783,677911,Boş zaman motivasyonu ve yaşam tatmini ilişkisinde boş zaman tatminin aracılık etkisi: Üniversite öğrencileri üzerine bir araştırma,EBRU BARAKAZI,2021,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=zsKDPYgPpMlRvBFFe6zpyg,"Barakazi, E. (2021). Boş Zaman Motivasyonu ve Yaşam Tatmini İlişkisinde Boş Zaman Tatmininin Aracılık Etkisi: Üniversite Öğrencileri Üzerine Bir Araştırma. Doktora Tezi, Ankara Hacı Bayram Veli Üniversitesi. Ankara."
6345,1374869,25610545,no_match,0.0,,,,,,,"BOURQUIN, C. (2023). L’ordre juridictionnel administratif. (Yayımlanmamış Doktora Tezi, Université Bourgogne Franche-Comté). Besançon."
6357,1276215,21223194,strong,1.0,514320,Yabancılara Türkçe öğretiminde kullanılan ders kitaplarındaki dil bilgisi öğretim yöntemlerinin incelenmesi,EMRE KAYASANDIK,2018,AKDENİZ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=LPFz_NHqzbMDTeomkpRHSw,"Kayasandık, E. (2018). Yabancılara Türkçe öğretiminde kullanılan ders kitaplarındaki dil bilgisi öğretim yöntemlerinin incelenmesi. Yayımlanmamış yüksek lisans tezi, Akdeniz Üniversitesi, Antalya."
6361,1256066,20341237,no_match,0.0,,,,,,,"Reynolds, D. E. (2000). Pygmalion in Management: Understanding Supervisory Expectations As an Antecedent of Managerial Self-Efficacy, Phd Thesis, Cornell University, New York."
6374,1276350,21403502,no_match,0.0,,,,,,,"Küçüksözen, C. (2004). Finansal Bilgi Manipülasyonu: Nedenleri, Yöntemleri, Amaçları, Teknikleri, Sonuçları ve İMKB Şirketleri Üzerine Bir Uygulama. (Yayınlanmamış Doktora Tezi). Ankara Üniversitesi Sosyal Bilimler Enstitüsü, Ankara."
6378,1305277,22880439,possible,0.694,586912,Boşanmış aile çocuklarındaki uyum problemleri: Ortak ebeveynlik açısından bir inceleme,EBRU KARATAŞ,2019,İSTANBUL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=FoagtBFQD3zD051O_u_qRg,"Karataş, E., (2019). Boşanmış Aile Çocuklarındaki Uyum Problemleri: Ortak Ebeveynlik Açısından Bir İnceleme, Yüksek Lisans Tezi, İstanbul: İstanbul Üniversitesi Sosyal Bilimler Enstitüsü."
6392,1252299,20176868,strong,0.896,214430,Öyküleştirme yönteminin 6. sınıf sosyal bilgiler programı ülkemizin kaynakları ünitesindeki öğrenci başarısı üzerine etkisi,E. ÖZLEM YİĞİT,2007,ABANT İZZET BAYSAL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=zPpKU8VHQqIxgorf8EVraw,"Yiğit, E. Ö. (2007). Öyküleştirme yönteminin 6. sınıf sosyal bilgiler programı ülkemizin kaynakları ünitesindeki öğrenci başarısı üzerine etkisi. (Unpublished master’s thesis), Abant İzzet Baysal Üniversitesi Sosyal Bilimler Enstitüsü, Bolu."
6419,1290794,22971390,strong,1.0,439782,Teknoloji yönetiminin başarısında örgütsel yapı ve insan kaynakları yönetimi unsurlarının etkisi üzerine bir araştırma,BÜLENT AKKOYUN,2015,İNÖNÜ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=iNqCXxXbnNu6xEOMEzuROw,"Akkoyun, B. (2015). Teknoloji yönetiminin başarısında örgütsel yapı ve insan kaynakları yönetimi unsurlarının etkisi üzerine bir araştırma, (Yüksek Lisans Tezi, İnönü Üniversitesi, Malatya)."
6484,1372051,26018149,strong,1.0,647561,Görme engelliler için müziksel okumaya yönelik Braille tabanlı donanımsal arayüz tasarımı,BURAK AYAZ,2020,YILDIZ TEKNİK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=_Lwr6s0nCqkWOqoCIsOCbA,"Ayaz, B. (2020). Görme engelliler için müziksel okumaya yönelik braille tabanlı donanımsal arayüz tasarımı. [Yayımlanmamış yüksek lisans tezi]. Yıldız Teknik Üniversitesi."
