sample_index,publication_id,reference_id,match_status,match_score,yok_tez_no,yok_title,yok_author,yok_year,yok_university,yok_url,raw_context
1675,1252277,21715215,strong,0.954,667656,Özel yetenekli öğrenciler için uygulanan eğitim atölyesi programlarının Stufflebeam'in Bağlam-Girdi-Süreç-Ürün (CIPP) modeline göre değerlendirilmesi: TÜZDEV örneği,FATİH AKSOY,2021,ONDOKUZ MAYIS ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=rnWR6e-2M2o33hyomTYrKg,"Aksoy, F. (2021). Özel yetenekli öğrenciler için uygulanan eğitim atölyesi programlarının stufflebeam'in bağlam-girdi-süreç-ürün (CIPP) modeline göre değerlendirilmesi: TÜZDEV örneği (Yayımlanmamış yüksek lisans tezi). Ondokuz Mayıs Üniversitesi Lisansüstü Eğitim Enstitüsü, Samsun."
1676,1252277,21715223,strong,1.0,321114,The effectiveness of induction program for candidate teachers,MÜBERRA AYVAZ DÜZYOL,2012,ORTA DOĞU TEKNİK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=V0Xrq_pN74sMN9o7a8l6gQ,"Ayvaz Düzyol, M. (2012). The effectiveness of induction program for candidate teachers (Yayımlanmamış yüksek lisans tezi). Orta Doğu Teknik Üniversitesi Eğitim Bilimleri Enstitüsü, Ankara."
1677,1252277,21715226,no_match,0.0,,,,,,,"Bayhan, M. (2011). Sözleşmeli infaz ve koruma memurlarına uygulanan hizmet içi eğitim programının CIPP modeli ile değerlendirilmesi (Yayımlanmamış yüksek lisans tezi). Atatürk Üniversitesi Eğitim Bilimleri Enstitüsü, Erzurum."
1678,1252277,21715247,strong,1.0,524674,Üniversitelerin lisans programlarında uygulanan çekirdek programın değerlendirilmesi,ELİF İLHAN,2018,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=28FGdZv-Ybcyawqg7B_uUw,"İlhan, E. (2018). Üniversitelerin lisans programlarında uygulanan çekirdek programın değerlendirilmesi (Yayımlanmamış doktora tezi). Gazi Üniversitesi Eğitim Bilimleri Enstitüsü, Ankara."
1679,1252277,21715267,strong,1.0,643367,Okul öncesi eğitim programının stufflebeam (CIPP) program değerlendirme modeli ile incelenmesi,ELİF NİSA PAKSOY,2020,KİLİS 7 ARALIK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=6fHaiejvW95VvkFPtDv8TA,"Paksoy, E.N. (2020). Okul öncesi eğitim programının Stufflebeam (CIPP) program değerlendirme modeli ile incelenmesi (Yayımlanmamış yüksek lisans tezi). Kilis 7 Aralık Üniversitesi Lisansüstü Eğitim Enstitüsü, Kilis."
1693,1198820,17879917,no_match,0.0,,,,,,,"[8] Çalıkoğlu, Y., (2017), Epoksitlenmiş Soya Yağından Thioglycolik Asit Metil Ester İle Halka Açan Poliollerle Yeni Poliüretan Sentezi Karakterizasyonu, Yüksek Lisans Tezi, Sakarya Üniversitesi, Fen Bilimleri Enstitüsü, Sakarya, 21-28."
1718,1223428,19318849,strong,0.946,368343,Sosyal bi̇lgi̇ler öğretmen adaylarının  akademi̇k erteleme davranışlarının çeşi̇tli̇ deği̇şkenler açısından i̇ncelenmesi̇,RAMAZAN BULUT,2014,AFYON KOCATEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=8iJ5X2z6j4JOmu_pfKnkiw,"Bulut, R. (2014). Sosyal bilgiler öğretmen adaylarının akademik erteleme davranışlarının çeşitli değişkenler açısından incelenmesi (Yayınlanmamış yüksek lisans tezi), Afyon Kocatepe Üniversitesi Sosyal Bilimler Enstitüsü, Afyon."
1730,1250196,20092682,no_match,0.0,,,,,,,"Çağlayan, B. (1997). Kerbela mersiyeleri. [Yayınlanmamış doktora tezi]. Gazi Üniversitesi."
1803,1363941,25187722,strong,0.92,214195,Türkiye Türkçesinde kalıp sözler üzerine bir inceleme,ÇİĞDEM EROL,2007,İSTANBUL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=PaeJtSx5WCL5jJR9aL57BA,"Erol, Ç. (2007). Türkiye Türkçesinde Kalıp Sözler Üzerine Bir İnceleme. İstanbul: İstanbul Üniversitesi Sosyal Bilimler Enstitüsü. (Yayımlanmamış Yüksek Lisans Tezi)."
1906,1265128,20714694,strong,0.943,668588,Bristol emzirme değerlendirme ölçeği ile emzirme başarısının değerlendirilmesi,YAĞMUR HAZAL KAŞISARI,2021,İSTANBUL MEDİPOL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=TREgSEYL753xPnmf8uXD5A,38. Kaşisari YH. Bristol Emzirme Değerlendirme Ölçeği ile emzirme başarısının değerlendirilmesi [Master’s thesis]. İstanbul: İstanbul Medipol University; 2021.
1919,1223061,18883196,no_match,0.0,,,,,,,"Yıldız, Hasan. XLIX Numaralı Mühimme Defteri (Tahlil-Metin). İstanbul: İstanbul Üniversitesi, Sosyal Bilimler Enstitüsü, Yüksek Lisans Tezi, 1996."
1977,1247339,21556560,strong,0.913,94821,Bir kelam problemi olarak imanın psikolojik yapısı,HÜLYA ALPER,2000,MARMARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=7m7ROhkkYifufZTNmDp4WA,"Alper, Hülya. Bir Kelam Problemi Olarak İmanın Psikolojik Yapısı. İstanbul: Marmara Üniversitesi, Sosyal Bilimler Enstitüsü, Doktora Tezi, 2000."
2003,1294786,22335875,no_match,0.0,,,,,,,"Erken, İsmail. el-Câmi‘ li-Ahkâmi’l-Kur’ân’ın Filolojik Açıdan İncelenmesi. İzmir: Dokuz Eylül Üniversitesi, Sosyal Bilimler Enstitüsü, Doktora Tezi, 2020."
2029,1294183,22100248,no_match,0.0,,,,,,,"Akıcı, N., & diğerleri. (1986). Ankara hastanelerinde yatan kanserli hastalara sunulan tıbbi sosyal hizmetler üzerine bir araştırma (Yayınlanmamış bitirme tezi). Hacettepe Üniversitesi Sosyal Hizmetler Yüksekokulu, Ankara."
2034,1326405,23650610,strong,0.929,206611,Hastane işletmelerinde örgütsel yapıdan kaynaklanan çatışmalar ve Afyon Kocatepe Üniversitesi Araştırma ve Uygulama Hastanesi örneği,ATİLLA KARAHAN,2007,AFYON KOCATEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=aN8brp72yibR1ehLx-VWsg,"Karahan, A. (2007). Hastane işletmelerinde örgütsel yapıdan kaynaklanan çatışmalar ve Afyon Kocatepe Üniversitesi Uygulama ve Araştırma Hastanesi örneği [Unpublished doctoral dissertation]. Afyon Kocatepe University."
2035,1326405,23650627,strong,0.897,368018,Sağlık kurumlarının kurumsallaşmasının kurum performansı üzerindeki etkisi,PINAR ÖZTÜRK,2014,HALİÇ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=PfO-fDAosUD-op1QZadikA,"Öztürk, P. (2014). Sağlık kurumlarının kurumsallaşmasının kurum performansı üzerine etkisi [Unpublished doctoral dissertation]. Haliç University."
2043,1271386,21150524,no_match,0.0,,,,,,,"Altınsoy, F. (2018). Comparison of traditional teaching and technology assisted methods in creating awareness of environmental pollution in pre-school children. (Publication no. 493107) [Master Thesis, Necmettin Erbakan University]. YÖK. https://tez.yok.gov.tr/UlusalTezMerkezi/tezSorguSonucYeni.jsp"
2093,1233131,19411739,strong,0.961,740382,Öğrenme güçlüğü olan öğrencilerin sözcük çözümleme becerilerini desteklemeye yönelik sözcük çözümleme müdahale programının etkililiğinin incelenmesi,ÇAĞLAYAN PINAR DEMİRTAŞ,2022,ANKARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=eWAy7o43_Oi0V8UAObQx_Q,"Demirtaş, Ç. P. (2022). Öğrenme güçlüğü olan öğrencilerin sözcük çözümleme becerilerini desteklemeye yönelik sözcük çözümleme müdahale programının etkililiğinin incelenmesi. (Yayınlanmamış doktora tezi). Ankara Üniversitesi, Eğitim Bilimleri Enstitüsü, Ankara."
2095,1198207,17840406,no_match,0.0,,,,,,,"Ağlamaz Susup, A.E. (2018). İzmir’de Gastronomi Turizminin Geliştirilmesine Yönelik Sistemsel Bir Yaklaşım. Doktora Tezi Aydın Adnan Menderes Üniversitesi Sosyal Bilimler Enstitüsü Turizm İşletmeciliği Anabilim Dalı. İzmir."
2184,1365176,25247897,no_match,0.0,,,,,,,"Taşkaya, M. (2008). Türkiye’de neo-liberal süreçte örtülü reklam deneyimi: Düzenlemeler, denetim ve aktörler. Doctoral dissertation, Ankara University."
2232,1185911,17197616,strong,0.929,587803,Analyse und bewertung der fehler der studierenden mit Türkisch als muttersprache bei der textproduktion im Deutschunterricht,GÜLFİDAN DÜRÜK,2019,TRAKYA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=YVy_xIr7nWpJCPJCiAwb1Q,"Dürük, G. (2019). Analyse und bewertung der fehler der studierenden mit Türkisch als muttersprache bei der textproduktion im Deutschunterricht. [Magisterarbeit, Trakya Universität]. Ulusal Tez Merkezi."
2278,1182422,17058797,strong,1.0,233405,Tarımda çalışılabilir gün sayılarının meteorolojik parametrelerle incelenmesi,SAVAŞ KUŞCU,2008,ANKARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=gxlfXAw8idC1_2ONXVy1fQ,"Kuşçu, S., (2008). Tarımda çalışılabilir gün sayılarının meteorolojik parametrelerle incelenmesi. Yüksek Lisans Tezi. Ankara Üniversitesi, Fen Bilimleri Enstitüsü, Tarım Makineleri Anabilim Dalı, Ankara."
2279,1182422,17058803,no_match,0.0,,,,,,,"Vatandaş, M. (1987). Ankara Koşularında Sulanabilir 10 Hektarlık Bir Tarım İşletmesi İçin En Uygun Mekanizasyon Modelinin Tespiti. Yayınlanmamış Yüksek Lisans Tezi. Ankara Üniversitesi, Fen bilimleri Enstitüsü Tarımsal mekanizasyon Ana Bilim Dalı, Ankara."
2364,1336651,24087856,strong,0.892,457572,"Kültürel mirası koruma bağlamında ""Yavaş Şehir"" (Cittaslow) Hareketi: Türkiye örneği",DENİZ ÇAKAR,2016,DOKUZ EYLÜL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=Hr0q1xS1pYwMiLs20AJ9Pw,"Çakar, D. (2016). Kültürel mirası koruma bağlamında ""yavaş şehir""(cittaslow) hareketi: Türkiye örneği. Yüksek Lisans Tezi. Dokuz Eylül Üniversitesi. Fen Bilimleri Enstitüsü. İzmir."
2417,1223084,19294019,strong,1.0,764254,Improved image generation in normalizing flows through a multi-scale architecture and variational training,DENİZ SAYIN,2022,ORTA DOĞU TEKNİK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=yrA0OjKy4AGa40VLOqmbqg,"Sayın, D. (2022). Improved image generation in normalizing flows through a multi-scale architecture and variational training (Yüksek lisans tezi). Orta Do ̆gu Teknik Üniversitesi."
2497,1212748,19438726,no_match,0.0,,,,,,,"Akcanbaş, S. M. (2004) ASEAN Örneğinde Kuzeydoğu Asya’da Bölgesel Bir Ekonomik Entegrasyonun Olası Etkileri. İstanbul Üniversitesi Sosyal Bilimler Enstitüsü İktisat Anabilim Dalı, Doktora Tezi"
2580,1293674,22083645,no_match,0.0,,,,,,,"Urhan, G. (2016). An Examination of students’ quality of arguments and informal reasoning skills in argumentation based learning environments (Unpublished doctoral dissertation). Gazi University, Ankara."
2587,1354928,24802223,no_match,0.0,,,,,,,"DeLongchamp, A. C. (2020). Evaluating the effects of a job crafting intervention on employee work-life balance (Yüksek lisans tezi, University of Minnesota) University of Minnesota Digital Conservancy. https://hdl.handle.net/11299/212273"
2596,1274760,21164145,strong,0.92,294715,XVIII. yüzyılın ilk yarısında Adana kazası (1700-1750),SAİM YÖRÜK,2011,ATATÜRK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=yi6PoaFUxWaOZLwZMs8Ucw,"Yörük, Saim. XVIII. Yüzyılın İlk Yarısında Adana Kazası (1700-1750). Erzurum: Ankara Üniversitesi Sosyal Bilimler Enstitüsü, Yayımlanmış Doktora Tezi, 2011."
2598,1190657,17592672,strong,0.941,405734,Eleştirel farkındalık yaratmada yeni medya okuryazarlığı ve yeni medya bilinci üzerine bir inceleme,ADALET GÖRGÜLÜ AYDOĞDU,2015,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=IKkzDAHap6ukaSSrzlw1lQ,"Görgülü Aydoğdu, A. (2015). Eleştirel farkındalık yaratmada yeni medya okuryazarlığı ve yeni medya bilinci üzerine bir inceleme [Yayınlanmamış doktora tezi]. Gazi Üniversitesi."
2624,1354648,25248537,strong,1.0,395051,Sosyal bilgiler öğretmen adaylarının küresel sosyal sorumluluk düzeylerinin çeşitli değişkenler açısından incelenmesi,ENİS HARUN BAŞER,2015,DUMLUPINAR ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=SGKEeGW6P_5zxTsiaVtanw,"Başer, E. H. (2015). Sosyal bilgiler öğretmen adaylarının küresel sosyal sorumluluk düzeylerinin çeşitli değişkenler açısından incelenmesi (Yüksek lisans tezi). Dumlupınar Üniversitesi Eğitim Bilimleri Enstitüsü, Kütahya."
2642,1158373,15937738,no_match,0.0,,,,,,,"[48] A. Ulusal, “Biyokütleden piroliz yöntemi ile üretilen biyocharin çevresel etkilerinin incelenmesi”, Master's thesis, Anadolu Üniversitesi, 2016."
2681,1274033,21126323,strong,0.902,188266,Çatak (Van)-Uzuntekne ve yakın çevresinin fiziki coğrafyası,HALİL ZORER,2005,YÜZÜNCÜ YIL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=ZIEGDURUxda8iLf5tMDzXg,"Zorer, H. (2005). Çatak (Van) – Uzuntekne ve Yakın Çevresinin Fiziki Coğrafyası (Yayınlanmamış Yüksek Lisans Tezi), Yüzüncü Yıl Üniversitesi, Van."
2723,1232599,19981615,no_match,0.0,,,,,,,"Şenay, A. (1996). Ahşap lamine taşıyıcı elemanların mekanik özelliklerinin belirlenmesi üzerine araştırmalar, İstanbul Üniversitesi, Fen Bilimleri Enstitüsü, Doktora Tezi, İstanbul."
2750,1299557,22347121,strong,0.71,567268,XIX. yüzyıl seyahatnamelerine göre Osmanlı kitap kültürü ve kütüphaneler,NAFİYE NİHAN YILDIZ,2019,İSTANBUL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=YMETt2EqtVrR_1SVlWVs4Q,"Yıldız, Nafiye Nihan, XIX. Yüzyıl Seyahatnamelerine Göre Osmanlı Kitap Kültürü ve Kü- tüphaneler, İstanbul Üniversitesi, Sosyal Bilimler Enstitüsü, Yayımlanmamış Yüksek Lisans Tezi, İstanbul 2019."
2857,1364643,25220680,no_match,0.0,,,,,,,"Qu, K. (2017). The impact of experience on satisfaction and revisit intention in theme parks: An application of the experience economy (Master's thesis). Graduate Theses and Dissertations. Ames, Iowa, United States: Iowa State University. Retrieved from https://lib.dr.iastate.edu/etd/15609"
2927,1320205,23386694,strong,0.907,607734,Örgütsel motivasyon ve halk kütüphanesi çalışanlarının motivasyon düzeylerinin belirlenmesi: Ankara ili örneği,HATİCE KARACAOĞLU,2019,ÇANKIRI KARATEKİN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=idqCyBlfOV-LiaqKt7zurg,"Karacaoğlu, H. (2019). Örgütsel motivasyon ve halk kütüphanesi çalışanlarının motivasyon düzeylerinin belirlenmesi: Ankara ili örneği [Yayımlanmamış yüksek lisans tezi]. Çankırı Karatekin Üniversitesi."
3012,1328082,24516649,no_match,0.0,,,,,,,"Kahramanmaraş Sütçü İmam University, Institute of Science, Department of Horticulture (Doctoral Thesis, Thesis no: 894055), 1-207p."
3097,1332134,23908696,no_match,0.0,,,,,,,"Abdessemed, F. (2007). Contribution pour la redécouverte des techniques con- structives traditionnelle sismo-résistan- tes adoptées dans les grandes villes du Maghreb, Alger - Fès et Tunis durant le XVIIe siècle. [Unpublished doctoral dissertation]. Polythenical School of Architecture and Town Planning, Al- giers, Algeria."
3113,1336863,24555554,no_match,0.0,,,,,,,"Kılıç, N. S. (2015). The fragmentation of Alevilik as exemplified in the case of Gazi Mahallesi: Three Cemevis, three free spaces. İstanbul: Yüksek Lisans Tezi."
3149,1190904,17480569,strong,0.942,142644,Güncel cami yapılaşmasının kullanıcıları açısından biçimsel ve işlevsel değerlendirilmesi,AHMET ENİS TÜFEKÇİOĞLU,2003,İSTANBUL TEKNİK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=RzbVKt61LZcWN9cB66vn5w,"Tüfekçioğlu, Ahmet Enis. Güncel Cami Yapılaşmasının Kullanıcıları Açısından Bi- çimsel ve İşlevsel Değerlendirilmesi. İstanbul: İstanbul Üniversitesi, Yüksek Lisans Tezi, 2003."
3339,1214781,21567601,no_match,0.0,,,,,,,"Budak, Mehmet Alişan. Diyarbakır-Elâzığ-Şanlıurfa Kentli Makamsal Müzik Geleneklerine Tarihsel Ve Analitik Bir Bakış. Ankara: Hacettepe Üniversitesi, Güzel Sanatlar Enstitüsü Müzik Teorileri Anabilim Dalı, Yüksek Lisans Tezi, 2021."
3396,1322455,23488293,no_match,0.0,,,,,,,"Kır, A. (2008). “Türkiye’nin Makedonya Politikasının Balkan Politikası İçerisindeki Yeri”, Yüksek Lisans Tezi, İstanbul. Kjorbayram, S. (2018). “Bağımsızlığından Günümüze Makedonya (1991-2014)”, Yüksek Lisans Tezi, Edirne."
3413,1203312,18370118,no_match,0.0,,,,,,,"Canpolat, T. (2019). Sabahattin Âli’nin “İçimizdeki Şeytan” romanında Nietzsche ve Levinas gerilimi. (Yayınlanmamış yüksek lisans tezi). Akdeniz Üniversitesi Sosyal Bilimler Enstitüsü, Antalya."
3441,1301594,22442015,no_match,0.0,,,,,,,2. Ağdemir H. A research on the place and importance of family practice in the health sector and the satisfaction status of service beneficiaries and service providers. [Master’s Thesis]. Mersin: Çağ University Institute of Social Sciences; 2012.
3476,1291270,21990259,no_match,0.0,,,,,,,"Willert, K. W. (2012). Leadership for excellence: A case study of leadership practices of school superintendents serving four Malcolm Baldrige National Quality Award recipient school districts. (Yayımlanmamış Doktora Tezi), University of St. Thomas, USA."
3477,1163780,16627235,no_match,0.0,,,,,,,"Johnson-Clark KA (1996) The effect of filial therapy on child conduct behavior problems and the quality of the parent-child relationship (PhD thesis). San Diego, California School of Professional Psychology."
3483,1226697,19061758,strong,1.0,555671,Peyzaj mimarlığında aydınlatma tasarımı ve teknikleri üzerine bir araştırma,DENİZ TOKYAY,2019,ANKARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=Gey3t6RCjyP8xg9M15yB4g,"Tokyay, D.(2019). Peyzaj mimarlığında aydınlatma tasarımı ve teknikleri üzerine bir araştırma, Yüksek Lisans Tezi,Fen Bilimleri Enstitüsü, Ankara Üniversitesi, Ankara."
3652,1345440,24432713,no_match,0.0,,,,,,,"18. Taher, Z.O. (2020). Nursing Students' Emotional Self-Efficacy and Their Attitudes Towards Violence Against Women and Their Professional Roles in Violence, Ondokuz Mayis University Graduate School of Nursing, Master's Thesis."
3667,1264738,20697290,no_match,0.0,,,,,,,"Taşdemir, Salima (2013), The Feminization of Pro-Kurdish Party Politics in Turkey: The Role of Women Activists (Exeter: Exeter University, Yayınlanmamış Doktora Tezi)."
3717,1308452,22697259,strong,1.0,657020,Malatya makine imalat sanayinde Ar-Ge ve inovasyon düzeyinin araştırılması,TAHA BULUT,2020,İNÖNÜ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=WR0YJigUt5rZxJuulAK-XQ,"Bulut, T. (2020) “Malatya Makine İmalat Sanayinde Ar-Ge ve İnovasyon Düzeyinin Araştırılması”, Yüksek Lisans Tezi, Malatya, İnönü Üniversitesi Fen Bilimleri Enstitüsü."
3791,1160769,17640629,no_match,0.0,,,,,,,26. Isaksson H. On dental caries and dental erosion in Swedish young adults [doctoral thesis]. [Gothenburg (Sweden) ]: University of Gothenburg; 2013.
3841,1257718,20408350,strong,1.0,579837,II. Meşrutiyet devri Türk öykülerinde kimlik inşası,DİNÇER ATAY,2019,ARDAHAN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=-AkajsuKNGwVE_JqtGy-ww,"Atay, D. (2019). II. Meşrutiyet devri Türk öykülerinde kimlik inşası [Yayımlanmamış doktora tezi]. Ardahan Üniversitesi."
3851,1327885,23713080,no_match,0.0,,,,,,,"Yılmaz, G. (2021). Examining The Relationship Between Curriculum Literacy Levels, Curriculum Orientations and Curriculum Fidelity Levels of Teachers. Master’s Thesis, Gaziantep University, Gaziantep."
3968,1260182,20519425,no_match,0.0,,,,,,,"[4] Sur, Gökhan, “Karma takviyeli alüminyum matriksli kompozitlerin üretimi, mekanik özellikler ve işlenebilirliklerinin incelenmesi,” Gazi Üniversitesi Fen Bilimleri Enstitüsü, Doktora Tezi, Ankara, 2008."
3979,1337447,24116360,possible,0.599,510857,Konaklama işletmelerinde finansal başarısızlık riskinin ölçümü: Türkiye ve Avrupa'daki halka açık konaklama işletmelerinin karşılaştırmalı analizi,CEMİLE ÖCEK,2018,MERSİN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=RVHUNHvqONyfRhfb3dxFFQ,"Öcek, C. (2018). Konaklama işletmelerinde finansal başarısızlık riskinin ölçümü: Türkiye ve Avrupa'daki halka açık konaklama işletmelerinin karşılaştırmalı analizi, Yayımlanmamış Yüksek Lisans Tezi, Mersin Üniversitesi Sosyal Bilimler Enstitüsü, Mersin."
4026,1216744,18647008,no_match,0.0,,,,,,,"Dökmeci, V. (2018). İstanbul'daki Venedik dragomanları ve dil oğlanları (1551-1797) (Yayınlamamış doktora tezi). İstanbul Üniversitesi."
4038,1365742,25271229,no_match,0.0,,,,,,,"Moss, D. M. (2016). The Arab Spring abroad: Mobilization among Syrian, Libyan, and Yemeni diasporas in the U.S. and Great Britain [Doctoral dissertation, University of California, Irvine]. eScholarship. Retrieved from https://escholarship.org/uc/item/8dd2k20p"
4049,1160094,17126454,strong,1.0,454691,Spor yapan ve yapmayan bireylerin psikolojik dayanıklılık ve kişilik özelliklerinin çeşitli değişkenlere göre incelenmesi,NURİYE ŞEYMA ŞAR,2016,SAKARYA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=uifCvgmOfYJp48KLAJpqWg,"Şar, N. Ş. (2016). Spor yapan ve yapmayan bireylerin psikolojik dayanıklılık ve kişilik özelliklerinin çeşitli değişkenlere göre incelenmesi. Yayımlanmamış Yüksek Lisans Tezi, Sakarya Üniversitesi, Eğitim Bilimleri Enstitüsü, Beden Eğitimi ve Spor Öğretmenliği Anabilim Dalı, Sakarya."
4097,1191575,17404130,strong,0.987,595131,İş şekillendirmenin iş performansına ve işten ayrılma niyetine etkisinde iş tutumlarının aracılık rolünün incelenmesi,MURAT FİKRETTİN TURAN,2019,SAKARYA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=kr-M-FiiGvpiyqBxr90biQ,"Turan, M. F. (2019). İş şekillendirmenin iş performansına ve işten ayrılma niyetine etkisinde iş tutulmaların aracılık rolünün incelenmesi (Doktora tezi). Sakarya Üniversitesi, İşletme Enstitüsü. Sakarya."
4158,1184185,17074507,strong,1.0,231350,Sosyal girişimciliği etkileyen faktörlerin analizi,BURCU KÜMBÜL GÜLER,2008,DOKUZ EYLÜL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=jwWQtjYaF_XiBrjfkpw6zQ,"Güler Kümbül, B., (2008). Sosyal girişimciliği etkileyen faktörlerin analizi (Yayımlanmamış doktora tezi). Dokuz Eylül Üniversitesi, İzmir."
4270,1194155,17584137,strong,1.0,700237,Profesyonel futbolcuların benlik saygıları ile zihinsel dayanıklılıkları arasındaki ilişkinin incelenmesi,SİNAN BAKIR,2020,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=SByiEQkhDqjs-X-T5zwaTg,"Bakır, S. (2020). Profesyonel futbolcuların benlik saygıları ile zihinsel dayanıklılıkları arasındaki ilişkinin incelenmesi. Doktora Tezi, Gazi Üniversitesi Sağlık Bilimleri Enstitüsü, Ankara."
4271,1194155,17584144,strong,0.835,248415,"Yıldızlar kategorisi erkek güreşçilerde denetim odağı, benlik saygısı ve başarı ilişkisi: Ege bölgesi yıldızlar ligi örneği",EYLEM GENCER,2008,PAMUKKALE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=teO6QyQdDWpIrn_awCcMNA,"Gencer, E. (2008). Yıldızlar kategorisi erkek güreşçilerde denetim odağı, benlik saygısı ve başarı ilişkisi: Ege bölgesi yıldızlar ligi örneği. Yüksek Lisans Tezi, Pamukkale Üniversitesi Sağlık Bilimleri Enstitüsü, Denizli."
4298,1199061,17830450,strong,0.994,278198,Medya okuryazarlığının sosyal bilgiler programlarıyla ilişkilendirilmesi ve öğretim,ADNAN ALTUN,2010,GAZİ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=5UjsKKqpE237ojXCJuQTVw,"Altun, A. D. (2010). Medya Okuryazarlığının Sosyal Bilgiler Programlarıyla İlişkilendirilmesi ve Öğretimi. Doktora Tezi. Ankara: Gazi Üniversitesi."
4304,1296597,22203023,no_match,0.0,,,,,,,"Alıcı, Ş. (2013). Anasınıfına devam eden çocuklar için azalt, tekrar kullan, geri kazan eğitimi [Yüksek lisans tezi, Orta Doğu Teknik Üniversitesi]. Ulusal Tez Merkezi."
4455,1337271,24108575,no_match,0.0,,,,,,,"Kovacs, A. (2007). The leisure personality: Relationships between personality, leisure satisfaction, and life satisfaction [Unpublished doctoral dissertation]. Indiana University School of Health."
4498,1280403,21540009,no_match,0.0,,,,,,,"Gürel, D. (2018). Somut Olmayan Kültürel Miras Etkinliğinin 7. Sınıf Sosyal Bilgiler Dersinde Kullanımı. Yayımlanmamış Doktora Tezi, Gazi Üniversitesi Eğitim Bilimleri Enstitüsü."
4521,1190341,17338785,no_match,0.0,,,,,,,"Barış, F. (1994). Kent içi Toplu Taşımada Raylı Sistemlerin Gerekliliği, (Yüksek Lisans Tezi), Karadeniz Teknik Üniversitesi Fen Bilimleri Enstitüsü, Trabzon."
